scig1.0000008	GO:0008046,GO:0005509,GO:0005201
scig1.0042211	GO:0016787,GO:0005525,GO:0000166,GO:0042802,GO:0005515,GO:0003924
scig1.0042213	GO:0016301,GO:0005524,GO:0000166,GO:0016740,GO:0004674,GO:0106310,GO:0046872,GO:0089720
scig1.0042217	GO:0005515
scig1.0042251	GO:0003714
scig1.0042274	GO:0016887,GO:0047130,GO:0004753,GO:0003924,GO:0005515,GO:0016491,GO:0000166,GO:0005525,GO:0047131,GO:0016787,GO:0004342,GO:0003824
scig1.0042275	GO:0003743,GO:0042802,GO:0005085
scig1.0042306	GO:0016491,GO:0050580
scig1.0042317	GO:0016740
scig1.0042345	GO:0016887,GO:0009378,GO:0008047,GO:0005524,GO:0000166,GO:0017116,GO:0003677
scig1.0042420	GO:0043022,GO:0003743,GO:0031369,GO:0003723
scig1.0042440	GO:0008757,GO:0016740,GO:0008168
scig1.0042441	GO:0015208,GO:0031409,GO:0008558,GO:0000166,GO:0005524,GO:0015196,GO:0042626,GO:0005275,GO:0042907,GO:0032217,GO:0140359,GO:0022857,GO:0016887,GO:1905948
scig1.0042470	GO:0098640,GO:0003682,GO:0005509
scig1.0042496	GO:0005524,GO:0000166,GO:0016301,GO:0016740,GO:0000287,GO:0019902,GO:0008017,GO:0004674,GO:0004672,GO:0005515,GO:0106310,GO:0046872
scig1.0042511	GO:0042802,GO:0036094,GO:0005515,GO:0004175,GO:0008233,GO:0002020,GO:0004197,GO:0004842,GO:0043621,GO:0016787,GO:0019209
scig1.0042534	GO:0070273,GO:0016787,GO:0140299,GO:0043565,GO:0000166,GO:0005524,GO:0035591,GO:0043531,GO:0016887,GO:0140297,GO:1901981
scig1.0042573	GO:0005516,GO:1905060,GO:0015368,GO:0015085,GO:0015081,GO:0005515,GO:0046872,GO:0099580,GO:0005432,GO:0015297
scig1.0042578	GO:0008757,GO:0000234,GO:0052667,GO:0008168,GO:0016740
scig1.0042588	GO:0005229,GO:0046983,GO:0005254
scig1.0042599	GO:0005516,GO:0003674
scig1.0042622	GO:0016887,GO:0004842,GO:0046872,GO:0016740,GO:0000166,GO:0005524,GO:0003824,GO:0061630,GO:0016787
scig1.0042632	GO:0005198,GO:0005515,GO:0030165,GO:0097109,GO:0003779
scig1.0042672	GO:0005216,GO:0005267
scig1.0042673	GO:0000287,GO:0016787,GO:0042803,GO:0036424,GO:0042802,GO:0046872
scig1.0042692	GO:0005515
scig1.0042695	GO:0004888,GO:0004930
scig1.0042776	GO:0003674
scig1.0042789	GO:0005044
scig1.0042807	GO:0003676,GO:0003887,GO:0008270,GO:0019899,GO:0046872
scig1.0042813	GO:0008270,GO:0004674,GO:0004672,GO:0106310,GO:0004697,GO:0046872,GO:0005524,GO:0000166,GO:0016301,GO:0016740
scig1.0042848	GO:0005216
scig1.0042862	GO:0046556,GO:0016787,GO:0003824,GO:0016798
scig1.0042895	GO:0017166,GO:0005515,GO:0003779,GO:0051015,GO:1990147
scig1.0042947	GO:0030596,GO:0004565,GO:0046872,GO:0004553,GO:0016798,GO:0030246,GO:0016787
scig1.0042949	GO:0048306,GO:0050840,GO:0003674,GO:1904399,GO:0035375,GO:0070891,GO:0005515,GO:0001530,GO:0038187,GO:0005044,GO:0001968,GO:0043236,GO:0003677
scig1.0043020	GO:0003674
scig1.0043025	GO:0022857,GO:0015311,GO:0015312
scig1.0043048	GO:0004065,GO:0016787,GO:0008484,GO:0046872,GO:0015024
scig1.0043057	GO:0031267,GO:0016176,GO:0019899,GO:0042802,GO:0017124
scig1.0043107	GO:0000166,GO:0005524,GO:0140359,GO:0016887
scig1.0043127	GO:0005509,GO:0005178,GO:0005515,GO:0098640,GO:0003682
scig1.0043138	GO:0004869,GO:0016740,GO:0016874,GO:0061631
scig1.0043162	GO:0016787,GO:0005509,GO:0008234,GO:0016740,GO:0004843,GO:0046872,GO:0008233,GO:0003976,GO:0005515,GO:0016772
scig1.0043183	GO:0016740,GO:0019901,GO:0000166,GO:0005524,GO:0004712,GO:0016301,GO:0004674,GO:0004713,GO:0046872,GO:0106310,GO:0004672,GO:0005515
scig1.0043275	GO:0051020,GO:0042803,GO:0005515
scig1.0043279	GO:0003924,GO:0000166,GO:0005525
scig1.0043321	GO:0016740,GO:0016620,GO:0016491,GO:0004349,GO:0016301,GO:0000166,GO:0005524,GO:0003824,GO:0004350,GO:0042802
scig1.0043453	GO:0004523,GO:0000166,GO:0005524,GO:0016740,GO:0003676,GO:0004519,GO:0003824,GO:0016787,GO:0003677,GO:0003723,GO:0004518,GO:0003887,GO:0004540,GO:0004190,GO:0008270,GO:0003964,GO:0016779,GO:0008233,GO:0046872
scig1.0043488	GO:0016787,GO:0003824,GO:0008117
scig1.0043550	GO:0008028,GO:0022857,GO:0015293
scig1.0043571	GO:0031210,GO:0008289,GO:0008525
scig1.0043581	GO:0004252,GO:0042277,GO:0016787,GO:0008236,GO:0008201,GO:0048406,GO:0008233,GO:0005515,GO:0004175
scig1.0043585	GO:0030331,GO:0001640,GO:0099530,GO:0099583,GO:0004930,GO:0008066,GO:0005515,GO:0098872,GO:0001639
scig1.0043595	GO:0005515,GO:0044325
scig1.0043701	GO:0005436,GO:0022857,GO:0015293,GO:0015143,GO:0015349
scig1.0043791	GO:0016829,GO:0030341,GO:0046872,GO:0003824,GO:0030246
scig1.0043841	GO:0008233,GO:0003964,GO:0016779,GO:0004190,GO:0003887,GO:0004518,GO:0016787,GO:0004519,GO:0016740,GO:0003676
scig1.0043936	GO:0016491,GO:0016722,GO:0046872
scig1.0043942	GO:0005525,GO:0000166,GO:0016787,GO:0003746,GO:0003924
scig1.0043948	GO:0005515
scig1.0043949	GO:0004591,GO:0005515,GO:0005200,GO:0016624,GO:0051015,GO:0003779,GO:0016491,GO:0030976
scig1.0043950	GO:0005085
scig1.0043955	GO:0046872,GO:0004842,GO:0061630,GO:0016740
scig1.0043983	GO:0046872
scig1.0044051	GO:0030020,GO:0005178
scig1.0044058	GO:0034597,GO:0016787,GO:0072542
scig1.0044102	GO:0003824,GO:0010181,GO:0102521,GO:0000166,GO:0051536,GO:0046872,GO:0051539,GO:0016829
scig1.0044152	GO:0008757,GO:0030798,GO:0016740,GO:0008168
scig1.0044264	GO:0004190,GO:0016779,GO:0003964,GO:0046872,GO:0008233,GO:0004523,GO:0004519,GO:0003676,GO:0016740,GO:0016787,GO:0003824,GO:0003887,GO:0004518,GO:0003723
scig1.0044314	GO:0000149
scig1.0044405	GO:0042803,GO:0015440,GO:0005524,GO:0000166,GO:0015421,GO:0042626,GO:0005515,GO:0140359,GO:0016887,GO:0022857
scig1.0044407	GO:0003674,GO:0038023
scig1.0044413	GO:0008324
scig1.0044417	GO:0106310,GO:0004672,GO:0004674,GO:0016740,GO:0016301,GO:0000166,GO:0005524
scig1.0044425	GO:0044877,GO:0030552,GO:0005223,GO:0005222,GO:0030553,GO:0005216,GO:0000166
scig1.0044459	GO:0016787
scig1.0044471	GO:0004672,GO:0106310,GO:0046872,GO:0009931,GO:0004674,GO:0005516,GO:0016301,GO:0005524,GO:0000166,GO:0004683,GO:0016740
scig1.0044523	GO:0005509,GO:0005313,GO:0042802,GO:0046872,GO:0015183
scig1.0044524	GO:0004725,GO:0004721,GO:0016787,GO:0016791
scig1.0044545	GO:0005515,GO:0005085
scig1.0044563	GO:0004713,GO:0005518,GO:0004672,GO:0046872,GO:0016301,GO:0000166,GO:0005524,GO:0016740,GO:0038062,GO:0004714
scig1.0044705	GO:0048027,GO:0048487,GO:0031681,GO:0051082,GO:0000166,GO:0005524,GO:0003730,GO:0140662,GO:0016887,GO:0005515,GO:0044183
scig1.0044755	GO:0004930,GO:0004888,GO:0030246
scig1.0044779	GO:0005509,GO:0005178,GO:0003682,GO:0005515,GO:0098640
scig1.0044847	GO:0035254,GO:0005085,GO:0005516
scig1.0044929	GO:0016779,GO:0003964,GO:0016740,GO:0003824
scig1.0044948	GO:0005524,GO:0000166,GO:0005515,GO:0036312,GO:0003674
scig1.0044972	GO:0046872,GO:0005515,GO:0004334,GO:0016787,GO:0003824
scig1.0044990	GO:0000978,GO:0046872,GO:0001227,GO:0008270,GO:0003677,GO:0000977,GO:0001228
scig1.0044997	GO:0004814,GO:0004812,GO:0005524,GO:0000166,GO:0000049
scig1.0045041	GO:0005515,GO:0051015,GO:0017124,GO:0003779
scig1.0045085	GO:0008134,GO:0019899,GO:0030331,GO:0016853,GO:0030544,GO:0003755,GO:0005528,GO:0016018,GO:0051879,GO:0031072
scig1.0045122	GO:0016740,GO:0016746,GO:0016409,GO:0019706
scig1.0045171	GO:0046872,GO:0008233,GO:0003964,GO:0016779,GO:0004533,GO:0008270,GO:0004190,GO:0004518,GO:0016787,GO:0003677,GO:0003824,GO:0004519,GO:0003676,GO:0016740,GO:0004523
scig1.0045196	GO:0046872,GO:0003964,GO:0009036,GO:0016779,GO:0003723,GO:0004518,GO:0003824,GO:0016787,GO:0016740,GO:0004519
scig1.0045201	GO:0016740,GO:0061630,GO:0046872
scig1.0045244	GO:0046872
scig1.0045255	GO:0003674
scig1.0045258	GO:0003841,GO:0016740,GO:0016746
scig1.0045263	GO:0008168,GO:0042054,GO:0016740,GO:0016279,GO:0140945
scig1.0045291	GO:0046872,GO:0004842
scig1.0045313	GO:0106310,GO:0004672,GO:0005515,GO:0000146,GO:0004674,GO:0016740,GO:0003774,GO:0016301,GO:0000166,GO:0003779,GO:0005524
scig1.0045422	GO:0000146,GO:0051015,GO:0005516,GO:0003774,GO:0000166,GO:0005524,GO:0003779
scig1.0045427	GO:0005544,GO:0046872,GO:0005515,GO:0008289,GO:0043014,GO:0008017,GO:0005543,GO:0005509
scig1.0045469	GO:0005509,GO:0005525,GO:0000166,GO:0046872,GO:0003924
scig1.0045522	GO:0003674
scig1.0045526	GO:0016740,GO:0003676,GO:0004519,GO:0003723,GO:0004518,GO:0003887,GO:0003824,GO:0003677,GO:0016787,GO:0008270,GO:0004190,GO:0008233,GO:0046872,GO:0016779,GO:0003964,GO:0019899
scig1.0045528	GO:0003674,GO:0008289
scig1.0045537	GO:0016740,GO:0035642,GO:0008168,GO:0070611,GO:0035242,GO:0140903,GO:0016274,GO:0035241,GO:0008757
scig1.0045565	GO:0046872,GO:0061630,GO:0016740
scig1.0045572	GO:0019902,GO:0045296,GO:0004385,GO:0008092,GO:0044325,GO:0005515,GO:0015459,GO:0097016,GO:0019900,GO:0098919,GO:0060090,GO:0004721
scig1.0045580	GO:0019901,GO:0042803,GO:0070273,GO:0005113,GO:0004888,GO:0004930,GO:0005515,GO:0042802
scig1.0045584	GO:0015297,GO:0015386
scig1.0045599	GO:0003682
scig1.0045608	GO:0003964,GO:0016779,GO:0016740,GO:0003824
scig1.0045662	GO:0016301,GO:0000166,GO:0052742,GO:0005524,GO:0016740,GO:0016308
scig1.0045667	GO:0046961,GO:0051117,GO:0005515
scig1.0045704	GO:0016740,GO:0004366,GO:0016746,GO:0008374,GO:0102420
scig1.0045714	GO:0016740,GO:0003676,GO:0004519,GO:0005524,GO:0004523,GO:0000166,GO:0004518,GO:0003723,GO:0003887,GO:0003824,GO:0016787,GO:0003677,GO:0008270,GO:0004190,GO:0004540,GO:0008233,GO:0046872,GO:0003964,GO:0016779
scig1.0045721	GO:0005112,GO:0005509
scig1.0045722	GO:0046872,GO:0106310,GO:0004672,GO:0004674,GO:0005516,GO:0005509,GO:0005201,GO:0016740,GO:0019901,GO:0000166,GO:0005524,GO:0016301
scig1.0045731	GO:0004553,GO:0005515,GO:0046872,GO:0004567,GO:0016798,GO:0005537,GO:0016787,GO:0016250,GO:0008484
scig1.0045743	GO:0003713,GO:0004842,GO:0005515,GO:0046872,GO:0016740,GO:0061630
scig1.0045761	GO:0030971,GO:0001784,GO:0005515
scig1.0045799	GO:0032977
scig1.0045823	GO:0005515,GO:0042802,GO:0051015
scig1.0045867	GO:0003714,GO:0005515
scig1.0045930	GO:0017124,GO:0004726,GO:0016791,GO:0003824,GO:0016787,GO:0004721,GO:0004725,GO:0005515
scig1.0045968	GO:0003924,GO:0004709,GO:0042802,GO:1904713,GO:0017075,GO:0106310,GO:0039706,GO:0004672,GO:0005515,GO:0004674,GO:0036479,GO:0005102,GO:0031267,GO:0030159,GO:0034211,GO:0008017,GO:0042803,GO:0005096,GO:0004706,GO:0030276,GO:0000287,GO:0016787,GO:0016740,GO:0015631,GO:0051018,GO:0044325,GO:0005525,GO:0016301,GO:0000166,GO:0003779,GO:0005524,GO:0000149
scig1.0045970	GO:0005515,GO:0031267
scig1.0046027	GO:0008270,GO:0004190,GO:0004540,GO:0046872,GO:0008233,GO:0003964,GO:0016779,GO:0004519,GO:0003676,GO:0016740,GO:0000166,GO:0004523,GO:0005524,GO:0003887,GO:0004518,GO:0003723,GO:0016787,GO:0003677,GO:0003824
scig1.0046040	GO:0003924,GO:0060090,GO:0005525,GO:0000166
scig1.0046079	GO:0062187,GO:0046872,GO:0005506,GO:0019825,GO:0034875,GO:0008401,GO:0005515,GO:0019899,GO:0008395,GO:0016712,GO:0102320,GO:0005496,GO:0101020,GO:0101021,GO:0050591,GO:0062188,GO:0070576,GO:0062189,GO:0016491,GO:0030343,GO:0050649,GO:0070330,GO:0020037,GO:0062181,GO:0004497,GO:0016705
scig1.0046101	GO:0005515,GO:0016853,GO:0016018,GO:0003755,GO:0003723
scig1.0046102	GO:0016616,GO:0046872,GO:0016491,GO:0030246
scig1.0046120	GO:0098640,GO:0003682,GO:0005509
scig1.0046135	GO:0003824,GO:0016740,GO:0016779,GO:0003964
scig1.0046215	GO:0005096
scig1.0046261	GO:0050839,GO:0033130,GO:0005509,GO:0005246,GO:0038023,GO:0044877,GO:0097109,GO:0005102,GO:0005105,GO:0004888,GO:0046872,GO:0005515
scig1.0046306	GO:0003674
scig1.0046370	GO:0034458,GO:0003723,GO:0016787,GO:0003676,GO:0000166,GO:0005524,GO:0004386,GO:0003724,GO:0016887,GO:1990247,GO:0003729
scig1.0046383	GO:0004190,GO:0008270,GO:0016779,GO:0003964,GO:0008233,GO:0046872,GO:0004523,GO:0016740,GO:0003676,GO:0004519,GO:0039660,GO:0003824,GO:0003677,GO:0016787,GO:0004518,GO:0003723,GO:0003887
scig1.0046406	GO:0071933,GO:0003779,GO:0005515,GO:0034237
scig1.0046426	GO:0000149,GO:0019901,GO:0005515,GO:0019903,GO:0005484
scig1.0046430	GO:0005515,GO:0004370,GO:0016301,GO:0000166,GO:0005524,GO:0016740,GO:0016773
scig1.0046450	GO:0031072,GO:0005524,GO:0000166,GO:0051787,GO:0019904,GO:0016787,GO:0030674,GO:0016887,GO:0140662,GO:0044183,GO:0019899,GO:0005515,GO:0043022,GO:0031625
scig1.0046464	GO:0003697,GO:0003677
scig1.0046479	GO:0016740,GO:0004707,GO:0016301,GO:0005524,GO:0000166,GO:0004674,GO:0004672,GO:0106310
scig1.0046521	GO:0005515,GO:0004672,GO:0106310,GO:0004674,GO:0016301,GO:0004712,GO:0005524,GO:0000166,GO:0016740
scig1.0046559	GO:0009374,GO:0005509
scig1.0046581	GO:0046872,GO:0016491,GO:0051213
scig1.0046596	GO:0004672,GO:0005515,GO:0106310,GO:0042802,GO:0030165,GO:0004674,GO:0042277,GO:0004711,GO:0016740,GO:0005524,GO:0000166,GO:0016301,GO:0051721,GO:0004712
scig1.0046598	GO:0004842,GO:0030971,GO:0001784,GO:0046872,GO:0016740,GO:0017124,GO:0061630,GO:0005154,GO:0005509
scig1.0046710	GO:0005096,GO:0005509,GO:0005515
scig1.0046789	GO:0003723,GO:1990948,GO:0003735,GO:0005515,GO:0097371
scig1.0046791	GO:0031267,GO:0005102,GO:0044877,GO:0036479,GO:0004674,GO:0005515,GO:0039706,GO:0004672,GO:0106310,GO:1904713,GO:0017075,GO:0042802,GO:0004709,GO:0003924,GO:0000149,GO:0003779,GO:0005524,GO:0000166,GO:0016301,GO:0005525,GO:0044325,GO:0051018,GO:0015631,GO:0016740,GO:0016787,GO:0000287,GO:0030276,GO:0004706,GO:0005096,GO:0042803,GO:0008017,GO:0030159,GO:0034211
scig1.0046839	GO:0003674
scig1.0046862	GO:0043021,GO:0005515,GO:0003690,GO:0051020
scig1.0046933	GO:0003824,GO:0003677,GO:0016787,GO:0004518,GO:0003723,GO:0003887,GO:0004523,GO:0016740,GO:0003676,GO:0004519,GO:0016779,GO:0003964,GO:0008233,GO:0046872,GO:0004190
scig1.0047003	GO:0004368,GO:0046872,GO:0052591,GO:0052590,GO:0005509,GO:0016491
scig1.0047076	GO:0004672,GO:0004713,GO:0004715,GO:0000166,GO:0005524,GO:0008289,GO:0016301,GO:0016740
scig1.0047082	GO:0005515,GO:0008289
scig1.0047144	GO:0003674
scig1.0047145	GO:0051536,GO:0005506,GO:0046872
scig1.0047229	GO:0008201,GO:0008083,GO:0005509,GO:0005201,GO:0005179
scig1.0047254	GO:0008173,GO:0003723,GO:0008168,GO:0070039,GO:0016740,GO:0042802
scig1.0047269	GO:0008233,GO:0005515,GO:0008236,GO:0005509,GO:0005543,GO:0016787,GO:0004252
scig1.0047277	GO:0033919,GO:0016798,GO:0016787,GO:0003824,GO:0030246,GO:0090599,GO:0004553
scig1.0047285	GO:0003674
scig1.0047286	GO:0005085
scig1.0047300	GO:0003887,GO:0004518,GO:0016787,GO:0004519,GO:0003676,GO:0016740,GO:0008233,GO:0003964,GO:0016779
scig1.0047413	GO:0000166,GO:0005525,GO:0016787,GO:0003924,GO:0003925
scig1.0047434	GO:0003735
scig1.0047463	GO:0004000,GO:0003725,GO:0042802,GO:0046872,GO:0003726,GO:0008251,GO:0016787,GO:0003723
scig1.0047504	GO:0017134,GO:0003723
scig1.0047513	GO:0003824
scig1.0047523	GO:0005515,GO:0005085,GO:0017124
scig1.0047524	GO:0051879,GO:0016301,GO:0000166,GO:0005524,GO:0016740,GO:0004694,GO:0042802,GO:0106310,GO:0004672,GO:0019899,GO:0005515,GO:0019903,GO:0004674
scig1.0047527	GO:0016787,GO:0003887,GO:0004518,GO:0004519,GO:0003676,GO:0016740,GO:0016779,GO:0003964,GO:0008233,GO:0004190
scig1.0047541	GO:0016787,GO:0005509,GO:0016791,GO:0042802,GO:0046872,GO:0009374,GO:0004725,GO:0004721,GO:0038023
scig1.0047558	GO:0098640,GO:0005515,GO:0003682,GO:0005178,GO:0005509
scig1.0047622	GO:0005524,GO:0000166,GO:0016740,GO:0061631
scig1.0047681	GO:0031625,GO:0140326,GO:0046943,GO:0099038,GO:0022857,GO:0016887,GO:0140359,GO:0042910,GO:0008559,GO:0015562,GO:0042626,GO:0140328,GO:0090555,GO:0000166,GO:0005524,GO:0090554
scig1.0047685	GO:0019843,GO:0003729,GO:0003735,GO:0003723
scig1.0047697	GO:0004721,GO:0008138,GO:0046872,GO:0017018,GO:0043169,GO:0004722,GO:0033192,GO:0016787
scig1.0047768	GO:0097003,GO:0055100,GO:0038023,GO:0046872,GO:0042802,GO:0005515
scig1.0047770	GO:0043565,GO:0003677,GO:0003700
scig1.0047802	GO:0042802,GO:0016779,GO:0003964,GO:0005515,GO:0008233,GO:0032027,GO:0046872,GO:0030507,GO:0004190,GO:0043531,GO:0000146,GO:0044877,GO:0003824,GO:0051015,GO:0003677,GO:0016787,GO:0005516,GO:0003723,GO:0004518,GO:0003887,GO:0000166,GO:0005524,GO:0003779,GO:0003676,GO:0016740,GO:0003774,GO:0004519,GO:0019904
scig1.0047870	GO:0004252,GO:0016491,GO:0004720,GO:0016641,GO:0016787,GO:0008236,GO:0005507,GO:0008233,GO:0046872
scig1.0047885	GO:0005515
scig1.0047902	GO:0005109,GO:0005201,GO:0017147
scig1.0047949	GO:0000166,GO:0005525,GO:0019003,GO:0008270,GO:0003924
scig1.0048023	GO:0003735
scig1.0048030	GO:0005515,GO:0030023,GO:0005179,GO:0005201,GO:0005509
scig1.0048040	GO:0000978,GO:0004812,GO:0000049,GO:0003677,GO:0004828,GO:0016874,GO:0000166,GO:0005524
scig1.0048051	GO:0016787,GO:0008237,GO:0005515,GO:0019784,GO:0140758,GO:0046872,GO:0008233
scig1.0048113	GO:0050681,GO:0003677,GO:0016922,GO:0061920,GO:0120301,GO:0008013,GO:0061629,GO:0106226,GO:0016746,GO:0051059,GO:0001221,GO:0034212,GO:0003712,GO:0016740,GO:0140908,GO:0010485,GO:0140064,GO:0140065,GO:0097677,GO:0002039,GO:0010484,GO:0005515,GO:0061733,GO:0140069,GO:0004402,GO:0097157,GO:0031490,GO:0003684,GO:0048156,GO:0046872,GO:0120300,GO:0003682,GO:0140297,GO:0004468,GO:0008270,GO:0140068,GO:0044013,GO:0003713,GO:0001223,GO:0016407
scig1.0048124	GO:0043022,GO:0005515,GO:0008320,GO:0005262,GO:0005048
scig1.0048125	GO:0005178,GO:0005509,GO:0003682,GO:0098640,GO:0005515
scig1.0048243	GO:0000981,GO:0046872,GO:0003677,GO:0000977,GO:0003700
scig1.0048251	GO:0019905
scig1.0048353	GO:0019888,GO:0030234,GO:0005515
scig1.0048368	GO:0004364,GO:0016853,GO:0005515,GO:0016740,GO:0016034,GO:0003824
scig1.0048387	GO:0005509,GO:0043236,GO:0043237,GO:0043395,GO:0033691,GO:0002162,GO:0030548,GO:0005539,GO:0046872,GO:0045505,GO:0035374,GO:0005515,GO:0038023,GO:0030297,GO:0050840,GO:0044877,GO:0008201
scig1.0048418	GO:0003824,GO:0016740,GO:0016779,GO:0003964
scig1.0048432	GO:0004521,GO:0005515,GO:0016894,GO:0004518,GO:0003723,GO:0016787,GO:0003676,GO:0004519,GO:1905172
scig1.0048470	GO:0061630,GO:0016740,GO:0005085,GO:0042802,GO:0005515,GO:0046872,GO:0031267,GO:0008270
scig1.0048473	GO:0046872
scig1.0048475	GO:0000049,GO:0005515,GO:0043621
scig1.0048479	GO:0140566
scig1.0048483	GO:0005096,GO:0045159
scig1.0048541	GO:0004674,GO:0106310,GO:0004672,GO:0005515,GO:0042802,GO:0000166,GO:0005524,GO:0030553,GO:0016301,GO:0048273,GO:0016740,GO:0004692,GO:0003824,GO:0005246
scig1.0048599	GO:0016301,GO:0004712,GO:0005524,GO:0000166,GO:0016740,GO:0004674,GO:0004713,GO:0004672,GO:0005515,GO:0106310,GO:0046872
scig1.0048623	GO:0005515,GO:0031267,GO:1905762
scig1.0048672	GO:0003700,GO:0001228,GO:1990837,GO:0003677,GO:0003682,GO:0000981,GO:0000978
scig1.0048694	GO:0030246,GO:0003824,GO:0004034,GO:0016853
scig1.0048859	GO:0008266,GO:0008143,GO:0003723,GO:0140693,GO:0003676,GO:0008428,GO:1990841,GO:0003730
scig1.0048883	GO:0016740,GO:0003824,GO:0016779,GO:0003964
scig1.0048927	GO:0005515,GO:0004672,GO:0106310,GO:0017075,GO:0042802,GO:0004674,GO:0005516,GO:0005524,GO:0000166,GO:0016301,GO:0005525,GO:0004683,GO:0016740
scig1.0048948	GO:0016740,GO:0016757
scig1.0049030	GO:0003723,GO:0003676,GO:0042802
scig1.0049116	GO:0000981,GO:0000978,GO:0046872,GO:0003677
scig1.0049154	GO:0005516,GO:0005524,GO:0000166,GO:0016301,GO:0016740,GO:0004672,GO:0106310,GO:0004674
scig1.0049173	GO:0008168,GO:0016740,GO:0035642,GO:0008757,GO:0035242
scig1.0049178	GO:0008484,GO:0016787,GO:0004065,GO:0043890,GO:0046872,GO:0003943
scig1.0049182	GO:0005515,GO:0019903,GO:0019888
scig1.0049223	GO:0030023,GO:0005179,GO:0005201,GO:0005509,GO:0005178,GO:0008201,GO:0044877,GO:0005515,GO:0042802
scig1.0049224	GO:0005515,GO:0046872,GO:0005154,GO:0005509,GO:0005178,GO:0050839
scig1.0049269	GO:0050660,GO:0033797,GO:0016787,GO:0016491,GO:0001681,GO:0106331,GO:0016174,GO:0106330,GO:0050137,GO:0071949,GO:0042802,GO:0004791,GO:0045340,GO:0016668,GO:0052689
scig1.0049280	GO:0016787,GO:0042803,GO:0043014,GO:0008270,GO:0042802,GO:0004175,GO:0008237,GO:0008233,GO:0046872,GO:0004222
scig1.0049286	GO:0004565,GO:0004553,GO:0005515,GO:0016787,GO:0016798
scig1.0049375	GO:0008417,GO:0046922,GO:0016740,GO:0016757
scig1.0049392	GO:0003774,GO:0017022,GO:0008307,GO:0032036,GO:0005509,GO:0051015,GO:0000287,GO:0043531,GO:0000146,GO:0005515,GO:0046872,GO:0045159
scig1.0049394	GO:0051010,GO:0043515,GO:0005515,GO:0002162,GO:0008017,GO:1990782
scig1.0049408	GO:0016740,GO:0016747,GO:0016746,GO:0004596,GO:0005515
scig1.0049424	GO:0004108,GO:0036440,GO:0016740,GO:0046912
scig1.0049457	GO:0005515
scig1.0049552	GO:0001537,GO:0008146,GO:0016740
scig1.0049570	GO:0004386,GO:0016887,GO:0003724,GO:0016787,GO:0003723,GO:0005524,GO:0000166
scig1.0049606	GO:0005543,GO:0003674
scig1.0049636	GO:0001530,GO:0042806,GO:0070492,GO:0033691,GO:0030246,GO:0005509,GO:0048306,GO:0008201,GO:0046872
scig1.0049762	GO:0003723,GO:0017134
scig1.0049813	GO:0016740,GO:0120053
scig1.0049827	GO:0004518,GO:0003723,GO:0016787,GO:0003824,GO:0004519,GO:0016740,GO:0003676,GO:0000166,GO:0005524,GO:0046872,GO:0004386,GO:0035613,GO:0005515,GO:0003964,GO:0016779,GO:0003724,GO:0140311,GO:0016887
scig1.0049828	GO:0003824
scig1.0049836	GO:0016491
scig1.0049844	GO:0005515,GO:0000981,GO:0046872,GO:0000978,GO:0003677
scig1.0049854	GO:0005154,GO:0001784,GO:0005515
scig1.0049867	GO:0019900,GO:0003924,GO:0005515,GO:0019901,GO:0005525,GO:0000166,GO:0003779
scig1.0049903	GO:0005515
scig1.0049908	GO:0016740,GO:0016301,GO:0005524,GO:0000166,GO:0061629,GO:0004674,GO:0046872,GO:0004672,GO:0106310
scig1.0049912	GO:0005515,GO:0003779,GO:0017124,GO:0051015
scig1.0050019	GO:0005509,GO:0008289,GO:0005515,GO:0046872,GO:0005544
scig1.0050059	GO:0003674,GO:0005044,GO:0005509
scig1.0050069	GO:0061630,GO:0005515,GO:0046872,GO:0005507,GO:0008270,GO:0019788,GO:0061663,GO:0097602
scig1.0050083	GO:0031267,GO:0042043,GO:0046872,GO:0005515,GO:0005543
scig1.0050105	GO:0000166,GO:0005524,GO:0016787,GO:0000287,GO:0016887,GO:0046872,GO:0008568
scig1.0050132	GO:0004674,GO:0004672,GO:0106310,GO:0016740,GO:0016301,GO:0005524,GO:0000166
scig1.0050143	GO:0016787,GO:0016791,GO:0019901,GO:0005515,GO:0001784,GO:0004725,GO:0004721
scig1.0050147	GO:0005515
scig1.0050166	GO:0003674,GO:0008375,GO:0016757,GO:0016740
scig1.0050168	GO:0005524,GO:0000166,GO:0016887,GO:0140662,GO:0051087
scig1.0050220	GO:0008234,GO:0005123,GO:0016787,GO:0005164,GO:0004197,GO:0044877,GO:0097110,GO:0035877,GO:0042802,GO:0004175,GO:0097153,GO:0005515,GO:0008233,GO:0097199,GO:0031625
scig1.0050318	GO:0008270,GO:0004190,GO:0004540,GO:0046872,GO:0008233,GO:0016779,GO:0003964,GO:0004519,GO:0003676,GO:0016740,GO:0000166,GO:0004523,GO:0005524,GO:0003887,GO:0004518,GO:0003723,GO:0003677,GO:0016787,GO:0003824
scig1.0050337	GO:0019901
scig1.0050352	GO:0003674
scig1.0050374	GO:0000166,GO:0003899
scig1.0050383	GO:0003674
scig1.0050444	GO:0005515,GO:0042802,GO:0036312,GO:0031434,GO:0019900,GO:0031435,GO:0035662,GO:0044877,GO:0043548,GO:0043539,GO:0005123,GO:0070273,GO:0005096,GO:0042803,GO:0032266,GO:0043184,GO:0051721,GO:0071889,GO:0019901,GO:0017124,GO:0035591
scig1.0050462	GO:0043208,GO:0005201,GO:0005178,GO:0005515,GO:0019899
